Handle,Title,Style,Material,Face Shapes,Tags
vintage-1970s-yves-chantal-sunglasses-frame,"""Sharon Tate"" 1970s Yves Chantal Sunglasses Frame",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:custom"
vintage-1990s-versace-sunglasses-frame,"""Vintage"" 1990s Versace Sunglasses Frame",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
vintage-1990s-jacques-fath-sunglasses-frame,"""Vintage"" 1990s Jean La Font Sunglasses Frame",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
vintage-1970s-jacques-fath-sunglasses-frame,"""Vintage"" 1970s Jacques Fath Sunglasses Frame",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted"
vintage-1960s-torrence-sunglasses-frame,"""Vintage"" 1960s Torrence Sunglasses Frame",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
vintage-1980s-bugatti-sunglasses-frame,"""Velocity"" 1980s Bugatti Glasses Frame",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
vintage-1980s-alainne-fleu-sunglasses,"""Vintage"" 1980s Alainne Fleu Sunglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
vintage-1990s-artisan-crafted-sunglasses,"""Vintage"" 1990s Artisan-Crafted Sunglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
vintage-1980s-robert-la-roche-sunglasses,"""Vintage"" 1980s Robert LA Roche Sunglasses",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
vintage-1990s-diplomat-sunglasses,"""Vintage"" 1990s Diplomat Sunglasses",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:custom"
the-ortega-early-1960s-italian-cat-eye-sunglasses-worn-at-the-2025-met-gala,“The Ortega” Early 1960s Italian Cat-Eye Sunglasses – Worn a,cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:custom"
clubmaster-1980s-ray-ban-sunglasses,"""Clubmaster"" 1980s Ray-Ban Sunglasses",square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:classic, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
vintage-1980s-vito-sunglasses-frame,"""Lilac"" 1980s Vito Glasses Frame",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:custom"
vintage-1970s-zeiss-sunglasses-frame,"""Vintage"" 1970s Zeiss Sunglasses Frame",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted"
vintage-1980s-riviera-sunglasses,"""Oceanic"" 1980s Riviera Sunglasses",square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted"
vintage-1960s-handmade-eyeglasses,"""Vintage"" 1960s Handmade Eyeglasses",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
vintage-1980s-bolle-sunglasses-1,"""Barney"" 1980s Bolle Sunglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
vintage-1980s-renato-balatto-sunglasses,"""Italian Summer"" 1980s Renato Balestro Sunglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
vintage-1970s-joshy-soul-sunglasses,"""Vintage"" 1970s Joshy Soul Sunglasses",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted"
la-directrice-1980s-ysl-sunglasses-new-lenses,“La Directrice” 1980s YSL Vintage Sunglasses with New Lenses,cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:tinted"
solaris-1970s-sunglasses-new-lenses,"""Solaris"" 1970s Sunglasses New Lenses",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
orbit-1980s-luigi-colani-frame,"""Orbit"" 1980s Luigi Colani Frame",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:custom"
the-sculptor-bottega-venetta-sunglasses,"""The Sculptor"" Bottega Veneta Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
the-editor-1990s-vogue-sunglasses,"""The Editor"" 1990s Vogue Sunglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
the-archivist-1980s-terri-brognan,"""The Archivist"" 1980s Terri Brognan",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
avalance-1980s-kikies-leather-sunglasses,"""Avalanche"" 1980s Kikie's Leather Sunglasses",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
flowerchild-1970s-solar-hand-painted-sunglasses,"""Flowerchild"" 1970s Solar Hand-painted Sunglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
sculptural-1980s-deffaught-sunglasses,"""Sculptural"" 1980s Deffaught Sunglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
renaissance-1980s-rodenstock-sunglasses,"""Renaissance"" 1980s Rodenstock Sunglasses",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
tortoise-1990s-liz-clairborne,"""Tortoise"" 1990s Liz Clairborne",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
smooches-1980s-alain-mikli-sunglasses,"""Smooches"" 1980s Alain Mikli Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
le-fleur-1990s-theo-issy-la-designer-sunglasses,“Le Fleur” 1990s Theo Issy LA Designer Sunglasses,rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
art-1980s-alain-mikli-sunglasses,“Art” 1980s Alain Mikli Sunglasses,square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
flare-1980s-vogue-sunglasses,“Flare” 1980s Vogue Sunglasses,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
wood-allure-1980s-sharon-sunglasses,"""Wood Allure"" 1980s Sharon Sunglasses",wayfarer,acetate,"heart, oval, round, square","style:wayfarer, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, use_case:day, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
vintage-1980s-avus-sunglasses,“Captain” 1980s Avus Sunglasses,square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
vintage-1980s-zeiss-sunglasses,“Ms. Tate” 1980s Zeiss Sunglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
vintage-1960s-folding-sunglasses,“All That Shines” 1960s Folding Sunglasses,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
vintage-1980s-designer-sunglasses,"""Curvy"" 1980s Designer Sunglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
vintage-1980s-ski-designer-sunglasses,"""Vintage"" 1980s Ski Designer Sunglasses",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
vintage-1980s-artisan-crafted-sunglasses,"""Classic"" 1980s Artisan-Crafted Sunglasses",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
vintage-1980s-eagle-axel-s-sunglasses,"""Eagle"" 1980s Eagle Axel-S Sunglasses",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
vintage-1980s-bolle-sunglasses,“Chromatic” 1980s Bolle Sunglasses,aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
vintage-1980s-cazal-sunglasses,"""Geometric"" 1980s Cazal Sunglasses",square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
hauteorbit-1980s-pierre-cardin-sunglasses,“Haute Orbit” 1980s Pierre Cardin Sunglasses,aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
doubletake-1990s-l-a-eyeworks-sunglasses,“Double Take” 1990s L.A. Eyeworks Sunglasses,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
doublevision-1990s-jean-paul-gaultier-layered-sunglasses,“Double Vision” 1990s Jean Paul Gaultier Layered Sunglasses,cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
mile-high-club-carrera-x-boeing-sunglasses,"""Mile High Club"" 1980s Carrera x Boeing Sunglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
